id,year,ID,state,state name,oil vol (bbl),gas vol (tcf),price oil (pb),price gas (pkcf),un prov res,sqmiles,avg pi,res per pi,increase,res per sq m,Population (000),pi,non min pi (thousands),min earn (thousands),res rev,non res rev,inc tax rev,tot exp,exp per pop,tot edu exp,savings,resrevpi,nonresrevpi,inc tax pi,totexppi,edu exp pi,savings pi,resrevpi2,nonresrevpi2,inc tax rev pi 2,tot exp pi 2,tot edu exp pi 2,savings pi 2
NY2002,2002,33-2,33,NY,0.008341911,11.40777589,21.55053002,2.82425871,32.39828304,48578.82,325089,0.0001,0,0.000666922,"19,162.00",678647,"677,917,324.00","729,676.00","2,611,870.00","101,921,744.00","27,831,602.00","119,198,996.00","6,220.59","25,562,251.00","-14,665,382.00",0.0038,0.1502,0.041,0.1756,0.0377,-0.0216,0.0039,0.1503,0.0411,0.1758,0.0377,-0.0216
OH2002,2002,36-2,36,OH,0.028486069,9.629084426,21.55053002,2.82425871,27.80891544,41256.24,159856,0.000174,0,0.000674054,"11,421.00",340664,"339,787,440.00","876,560.00","897,954.00","42,890,033.00","9,096,604.00","53,473,400.00","4,682.02","15,625,913.00","-9,685,413.00",0.0026,0.1259,0.0267,0.157,0.0459,-0.0284,0.0026,0.1262,0.0268,0.1574,0.046,-0.0285
OK2002,2002,37-2,37,OK,0.531002624,30.2623191,21.55053002,2.82425871,96.9120063,69900.14,42287,0.002292,0,0.001386435,"3,485.00",91364,"86,504,858.00","4,859,142.00","800,551.00","12,333,440.00","2,459,811.00","14,727,332.00","4,225.92","5,268,719.00","-1,593,341.00",0.0088,0.135,0.0269,0.1612,0.0577,-0.0174,0.0093,0.1426,0.0284,0.1702,0.0609,-0.0184
OR2002,2002,38-2,38,OR,0.022062439,1.994210966,21.55053002,2.82425871,6.10762495,97076.81,44398,0.000138,0,6.29E-05,"3,517.00",104697,"104,595,440.00","101,560.00","453,979.00","14,361,303.00","3,871,219.00","18,029,157.00","5,126.29","5,207,933.00","-3,213,875.00",0.0043,0.1372,0.037,0.1722,0.0497,-0.0307,0.0043,0.1373,0.037,0.1724,0.0498,-0.0307
PA2002,2002,39-2,39,PA,0.010969377,15.00057548,21.55053002,2.82425871,42.60190183,45292.96,181870,0.000234,0,0.000940586,"12,326.00",387491,"386,107,075.00","1,383,925.00","1,296,525.00","44,867,999.00","7,933,167.00","55,170,768.00","4,475.97","13,775,297.00","-9,006,244.00",0.0033,0.1158,0.0205,0.1424,0.0355,-0.0232,0.0034,0.1162,0.0205,0.1429,0.0357,-0.0233
RI2002,2002,40-2,40,RI,0,0,21.55053002,2.82425871,0,1086.87,15381,0,0,0,"1,066.00",34278,"34,265,977.00","12,023.00","291,998.00","4,599,255.00","851,794.00","5,766,687.00","5,409.65","1,343,682.00","-875,434.00",0.0085,0.1342,0.0248,0.1682,0.0392,-0.0255,0.0085,0.1342,0.0249,0.1683,0.0392,-0.0255
SC2002,2002,41-2,41,SC,0,0.768169416,21.55053002,2.82425871,2.169509165,30941.68,45659,0.000048,0,7.01E-05,"4,104.00",106985,"106,901,157.00","83,843.00","368,014.00","16,628,783.00","2,509,032.00","20,009,040.00","4,875.50","5,656,159.00","-3,012,243.00",0.0034,0.1554,0.0235,0.187,0.0529,-0.0282,0.0034,0.1556,0.0235,0.1872,0.0529,-0.0282
SD2002,2002,42-2,42,SD,1.851783897,2.308430942,21.55053002,2.82425871,46.42653067,77116.22,9727,0.004773,1,0.000602033,762,21383,"21,333,388.00","49,612.00","219,902.00","2,280,126.00","40,547.00","2,771,705.00","3,637.41","798,769.00","-271,677.00",0.0103,0.1066,0.0019,0.1296,0.0374,-0.0127,0.0103,0.1069,0.0019,0.1299,0.0374,-0.0127
TN2002,2002,43-2,43,TN,0.028679416,6.190773463,21.55053002,2.82425871,18.1024025,42142.36,69544,0.00026,0,0.000429554,"5,803.00",163204,"162,989,649.00","214,351.00","262,684.00","17,689,247.00","649,270.00","20,029,048.00","3,451.50","6,094,892.00","-2,077,117.00",0.0016,0.1084,0.004,0.1227,0.0373,-0.0127,0.0016,0.1085,0.004,0.1229,0.0374,-0.0127
TX2002,2002,44-2,44,TX,2.934997748,218.0011834,21.55053002,2.82425871,678.942498,264778.77,264658,0.002565,0,0.002564188,"21,711.00",628277,"605,197,468.00","23,079,532.00","2,964,837.00","57,422,068.00",0,"70,036,258.00","3,225.84","25,763,230.00","-9,649,353.00",0.0047,0.0914,0,0.1115,0.041,-0.0154,0.0049,0.0949,0,0.1157,0.0426,-0.0159
UT2002,2002,45-2,45,UT,1.044889529,22.45665591,21.55053002,2.82425871,85.9413292,84898.13,24497,0.003508,0,0.001012288,"2,334.00",59874,"59,414,853.00","459,147.00","471,144.00","7,996,683.00","1,716,299.00","10,107,055.00","4,330.36","4,327,496.00","-1,639,228.00",0.0079,0.1336,0.0287,0.1688,0.0723,-0.0274,0.0079,0.1346,0.0289,0.1701,0.0728,-0.0276
VA2002,2002,47-2,47,VA,0.003475731,5.541559594,21.55053002,2.82425871,15.72570179,39995.61,104455,0.000151,0,0.000393186,"7,284.00",245782,"245,126,268.00","655,732.00","1,102,644.00","22,474,247.00","7,019,325.00","28,044,327.00","3,850.13","9,848,113.00","-4,467,436.00",0.0045,0.0914,0.0286,0.1141,0.0401,-0.0182,0.0045,0.0917,0.0286,0.1144,0.0402,-0.0182
VT2002,2002,46-2,46,VT,0,0.002958913,21.55053002,2.82425871,0.008356735,9614.43,7935,0.000001,0,8.69E-07,615,18458,"18,416,883.00","41,117.00","180,881.00","3,078,727.00","445,141.00","3,511,510.00","5,709.77","1,340,246.00","-251,902.00",0.0098,0.1668,0.0241,0.1902,0.0726,-0.0136,0.0098,0.1672,0.0242,0.1907,0.0728,-0.0137
WA2002,2002,48-2,48,WA,0.004679132,2.557056071,21.55053002,2.82425871,7.322625658,67620.68,83877,0.000087,0,0.00010829,"6,056.00",200482,"200,273,958.00","208,042.00","784,735.00","23,028,388.00",0,"30,378,008.00","5,016.18","10,298,100.00","-6,564,885.00",0.0039,0.1149,0,0.1515,0.0514,-0.0327,0.0039,0.115,0,0.1517,0.0514,-0.0328
WI2002,2002,50-2,50,WI,0.230204396,2.624349402,21.55053002,2.82425871,12.3728684,56103.98,74211,0.000167,0,0.000220535,"5,447.00",167742,"167,561,527.00","180,473.00","876,014.00","19,998,251.00","5,418,631.00","26,749,270.00","4,910.83","8,299,045.00","-5,875,005.00",0.0052,0.1192,0.0323,0.1595,0.0495,-0.035,0.0052,0.1193,0.0323,0.1596,0.0495,-0.0351
WV2002,2002,49-2,49,WV,0.006533298,8.93232499,21.55053002,2.82425871,25.36799269,24229.88,20937,0.001212,1,0.001046971,"1,799.00",43884,"42,418,949.00","1,465,051.00","499,535.00","8,630,682.00","1,254,823.00","9,409,434.00","5,230.37","2,495,321.00","-279,217.00",0.0114,0.1967,0.0286,0.2144,0.0569,-0.0064,0.0118,0.2035,0.0296,0.2218,0.0588,-0.0066
WY2002,2002,51-2,51,WY,0.717686052,84.95068229,21.55053002,2.82425871,255.3892192,97813.89,7359,0.034705,0,0.002610971,497,15944,"14,597,198.00","1,346,802.00","705,554.00","2,064,052.00",0,"2,948,182.00","5,931.96","865,530.00","-178,576.00",0.0443,0.1295,0,0.1849,0.0543,-0.0112,0.0483,0.1414,0,0.202,0.0593,-0.0122
AK2003,2003,2-Feb,2,AK,#N/A,#N/A,25.79256522,4.567043478,#N/A,581369.17,9776,#N/A,1,#N/A,651,21817,"20,780,112.00","1,036,888.00","3,067,780.00","3,856,441.00","207,075.00","8,121,540.00","12,475.48","1,693,672.00","-1,197,319.00",0.1406,0.1768,0.0095,0.3723,0.0776,-0.0549,0.1476,0.1856,0.01,0.3908,0.0815,-0.0576
AL2003,2003,2-Jan,1,AL,0.238838267,29.12893078,25.79256522,4.567043478,139.1933449,51649.05,51730,0.002691,1,0.002694984,"4,491.00",120030,"119,465,100.00","564,900.00","733,367.00","18,365,421.00","2,277,949.00","18,471,110.00","4,112.92","7,053,792.00","627,678.00",0.0061,0.153,0.019,0.1539,0.0588,0.0052,0.0061,0.1537,0.0191,0.1546,0.059,0.0053
AR2003,2003,2-Apr,4,AR,0.206604485,39.71688484,25.79256522,4.567043478,186.7175995,53178.77,29190,0.006397,0,0.00351113,"2,722.00",69239,"68,940,638.00","298,362.00","240,052.00","11,564,960.00","1,705,106.00","12,084,818.00","4,439.68","4,529,282.00","-279,806.00",0.0035,0.167,0.0246,0.1745,0.0654,-0.004,0.0035,0.1678,0.0247,0.1753,0.0657,-0.0041
AZ2003,2003,2-Mar,3,AZ,0.095178147,0.35512544,25.79256522,4.567043478,4.076761879,113997.77,58999,0.000069,0,3.58E-05,"5,591.00",155607,"155,067,051.00","539,949.00","510,178.00","17,417,258.00","2,491,767.00","19,606,017.00","3,506.71","6,419,012.00","-1,678,581.00",0.0033,0.1119,0.016,0.126,0.0413,-0.0108,0.0033,0.1123,0.0161,0.1264,0.0414,-0.0108
CA2003,2003,2-May,5,CA,2.535059622,6.305284246,25.79256522,4.567043478,94.18219793,158144.83,512203,0.000184,0,0.000595544,"35,251.00",1232991,"1,230,536,834.00","2,454,166.00","3,085,984.00","192,459,092.00","39,513,320.00","204,438,461.00","5,799.51","61,457,162.00","-8,893,385.00",0.0025,0.1561,0.032,0.1658,0.0498,-0.0072,0.0025,0.1564,0.0321,0.1661,0.0499,-0.0072
CO2003,2003,2-Jun,6,CO,0.430213233,47.48585388,25.79256522,4.567043478,227.9662621,104093.95,61663,0.003697,0,0.002190005,"4,549.00",159919,"157,953,184.00","1,965,816.00","705,707.00","13,100,239.00","3,435,649.00","17,690,925.00","3,888.97","6,133,704.00","-3,884,979.00",0.0044,0.0819,0.0215,0.1106,0.0384,-0.0243,0.0045,0.0829,0.0218,0.112,0.0388,-0.0246
CT2003,2003,2-Jul,7,CT,0,0.000664595,25.79256522,4.567043478,0.003035236,4962.77,66947,0,0,6.12E-07,"3,468.00",151653,"151,552,198.00","100,802.00","636,119.00","17,604,418.00","3,984,046.00","20,721,194.00","5,974.97","4,794,156.00","-2,480,657.00",0.0042,0.1161,0.0263,0.1366,0.0316,-0.0164,0.0042,0.1162,0.0263,0.1367,0.0316,-0.0164
DE2003,2003,2-Aug,8,DE,0,0,25.79256522,4.567043478,0,1975.78,11589,0,0,0,815,27586,"27,565,249.00","20,751.00","276,713.00","4,763,990.00","918,587.00","4,857,901.00","5,960.61","1,594,007.00","182,802.00",0.01,0.1727,0.0333,0.1761,0.0578,0.0066,0.01,0.1728,0.0333,0.1762,0.0578,0.0066
FL2003,2003,2-Oct,10,FL,0.361773636,8.548886872,25.79256522,4.567043478,48.37420814,56695.03,210394,0.00023,1,0.000853235,"16,981.00",531216,"530,776,144.00","439,856.00","1,645,213.00","53,567,392.00","1,226,980.00","56,317,331.00","3,316.49","16,326,315.00","-1,104,726.00",0.0031,0.1008,0.0023,0.106,0.0307,-0.0021,0.0031,0.1009,0.0023,0.1061,0.0308,-0.0021
GA2003,2003,2-Nov,11,GA,0.000915037,2.240841564,25.79256522,4.567043478,10.25762201,58808.69,101118,0.000101,0,0.000174424,"8,735.00",259217,"258,744,368.00","472,632.00","553,414.00","29,320,959.00","6,755,513.00","32,526,824.00","3,723.73","12,748,724.00","-2,652,451.00",0.0021,0.1131,0.0261,0.1255,0.0492,-0.0102,0.0021,0.1133,0.0261,0.1257,0.0493,-0.0103
HI2003,2003,2-Dec,12,HI,#N/A,#N/A,25.79256522,4.567043478,#N/A,6429.38,17927,#N/A,0,#N/A,"1,239.00",39032,"39,008,884.00","23,116.00","267,462.00","6,540,695.00","1,068,457.00","7,611,286.00","6,143.09","2,331,771.00","-803,129.00",0.0069,0.1676,0.0274,0.195,0.0597,-0.0206,0.0069,0.1677,0.0274,0.1951,0.0598,-0.0206
IA2003,2003,16-2,16,IA,0.003706627,0.096372294,25.79256522,4.567043478,0.53573987,56272.82,39972,0.000013,0,9.52E-06,"2,933.00",86372,"86,275,490.00","96,510.00","309,646.00","12,663,055.00","1,931,160.00","13,088,000.00","4,462.33","4,589,923.00","-115,299.00",0.0036,0.1466,0.0224,0.1515,0.0531,-0.0013,0.0036,0.1468,0.0224,0.1517,0.0532,-0.0013
ID2003,2003,13-2,13,ID,0.11606146,0.368373484,25.79256522,4.567043478,4.675900494,83570.14,14712,0.000318,0,5.60E-05,"1,364.00",36082,"35,963,038.00","118,962.00","258,414.00","5,234,579.00","937,270.00","5,415,138.00","3,970.04","1,886,421.00","77,855.00",0.0072,0.1451,0.026,0.1501,0.0523,0.0022,0.0072,0.1456,0.0261,0.1506,0.0525,0.0022
IL2003,2003,14-2,14,IL,0.108799921,2.409141115,25.79256522,4.567043478,13.80888128,56341.77,195356,0.000071,0,0.000245091,"12,598.00",435952,"434,080,481.00","1,871,519.00","1,649,115.00","42,773,713.00","8,634,170.00","51,291,090.00","4,071.37","14,118,807.00","-6,868,262.00",0.0038,0.0981,0.0198,0.1177,0.0324,-0.0158,0.0038,0.0985,0.0199,0.1182,0.0325,-0.0158
IN2003,2003,15-2,15,IN,0.078307949,1.157872406,25.79256522,4.567043478,7.307816497,36183.72,79904,0.000091,0,0.000201964,"6,182.00",182817,"182,306,875.00","510,125.00","563,497.00","23,989,896.00","4,373,323.00","23,089,940.00","3,735.03","8,639,690.00","1,463,453.00",0.0031,0.1312,0.0239,0.1263,0.0473,0.008,0.0031,0.1316,0.024,0.1267,0.0474,0.008
KS2003,2003,17-2,17,KS,0.426503298,11.18250528,25.79256522,4.567043478,62.07160197,82277.97,37067,0.001675,0,0.000754413,"2,722.00",83901,"83,168,130.00","732,870.00","294,028.00","10,107,706.00","1,901,403.00","10,954,011.00","4,024.25","4,210,861.00","-552,277.00",0.0035,0.1205,0.0227,0.1306,0.0502,-0.0066,0.0035,0.1215,0.0229,0.1317,0.0506,-0.0066
KY2003,2003,18-2,18,KY,0.030251886,4.769580232,25.79256522,4.567043478,22.56315402,40409.65,47041,0.00048,0,0.000558361,"4,119.00",108314,"107,061,211.00","1,252,789.00","685,588.00","17,691,815.00","3,183,519.00","19,116,816.00","4,641.13","6,096,709.00","-739,413.00",0.0063,0.1633,0.0294,0.1765,0.0563,-0.0068,0.0064,0.1652,0.0297,0.1786,0.0569,-0.0069
LA2003,2003,19-2,19,LA,0.459191611,40.80654176,25.79256522,4.567043478,198.20898,46776.06,53553,0.003701,1,0.004237402,"4,475.00",119481,"115,662,222.00","3,818,778.00","1,706,116.00","17,731,513.00","2,065,866.00","18,681,314.00","4,174.60","6,235,015.00","756,315.00",0.0143,0.1484,0.0173,0.1564,0.0522,0.0063,0.0148,0.1533,0.0179,0.1615,0.0539,0.0065
MA2003,2003,22-2,22,MA,0,0.000665715,25.79256522,4.567043478,0.00304035,8103.95,110865,0,0,3.75E-07,"6,452.00",258696,"258,467,139.00","228,861.00","1,503,968.00","28,867,321.00","9,210,759.00","32,710,435.00","5,069.81","6,774,160.00","-2,339,146.00",0.0058,0.1116,0.0356,0.1264,0.0262,-0.009,0.0058,0.1117,0.0356,0.1266,0.0262,-0.0091
MD2003,2003,21-2,21,MD,0.000418835,0.72493373,25.79256522,4.567043478,3.3216067,9899.54,87156,0.000038,0,0.000335531,"5,497.00",209974,"209,850,117.00","123,883.00","476,411.00","21,325,031.00","5,060,880.00","24,592,128.00","4,473.74","7,271,618.00","-2,790,686.00",0.0023,0.1016,0.0241,0.1171,0.0346,-0.0133,0.0023,0.1016,0.0241,0.1172,0.0347,-0.0133
ME2003,2003,20-2,20,ME,0,0,25.79256522,4.567043478,0,32489.12,16347,0,1,0,"1,303.00",39002,"38,996,358.00","5,642.00","362,612.00","6,438,579.00","1,166,014.00","6,706,116.00","5,146.67","1,574,270.00","95,075.00",0.0093,0.1651,0.0299,0.1719,0.0404,0.0024,0.0093,0.1651,0.0299,0.172,0.0404,0.0024
MI2003,2003,23-2,23,MI,0.415027316,4.785279721,25.79256522,4.567043478,32.55919966,58128.82,140139,0.000232,0,0.000560121,"10,066.00",314192,"313,439,057.00","752,943.00","1,472,024.00","48,604,579.00","8,362,715.00","51,016,280.00","5,068.18","19,262,143.00","-939,677.00",0.0047,0.1547,0.0266,0.1624,0.0613,-0.003,0.0047,0.1551,0.0267,0.1628,0.0615,-0.003
MN2003,2003,24-2,24,MN,0.028953992,0.243213532,25.79256522,4.567043478,1.857564502,84376.21,73190,0.000025,0,2.20E-05,"5,048.00",178095,"177,685,151.00","409,849.00","449,525.00","25,146,782.00","5,971,134.00","28,898,514.00","5,724.75","9,727,645.00","-3,302,207.00",0.0025,0.1412,0.0335,0.1623,0.0546,-0.0185,0.0025,0.1415,0.0336,0.1626,0.0547,-0.0186
MO2003,2003,26-2,26,MO,0.024463253,0.611396924,25.79256522,4.567043478,3.423246388,69702.89,74990,0.000046,0,4.91E-05,"5,715.00",172505,"172,162,280.00","342,720.00","838,760.00","21,184,959.00","3,725,573.00","21,566,197.00","3,773.61","6,732,710.00","457,522.00",0.0049,0.1228,0.0216,0.125,0.039,0.0027,0.0049,0.1231,0.0216,0.1253,0.0391,0.0027
MS2003,2003,25-2,25,MS,0.33496284,33.90408534,25.79256522,4.567043478,163.4809828,47675.31,29216,0.005596,0,0.003429049,"2,868.00",68798,"68,350,030.00","447,970.00","262,216.00","13,130,805.00","1,308,806.00","13,502,885.00","4,708.12","4,028,841.00","-109,864.00",0.0038,0.1909,0.019,0.1963,0.0586,-0.0016,0.0038,0.1921,0.0191,0.1976,0.0589,-0.0016
MT2003,2003,27-2,27,MT,2.442936563,22.42950468,25.79256522,4.567043478,165.4461237,147042.71,10814,0.0153,1,0.001125157,917,24752,"24,382,960.00","369,040.00","463,842.00","4,144,276.00","579,967.00","4,436,890.00","4,838.48","1,372,442.00","171,228.00",0.0187,0.1674,0.0234,0.1793,0.0554,0.0069,0.019,0.17,0.0238,0.182,0.0563,0.007
NC2003,2003,34-2,34,NC,0,1.292201516,25.79256522,4.567043478,5.901540506,49339.57,99087,0.00006,0,0.000119611,"8,416.00",243701,"243,481,841.00","219,159.00","808,461.00","29,234,524.00","7,987,511.00","34,360,977.00","4,082.82","12,376,047.00","-4,317,992.00",0.0033,0.12,0.0328,0.141,0.0508,-0.0177,0.0033,0.1201,0.0328,0.1411,0.0508,-0.0177
ND2003,2003,35-2,35,ND,3.881533345,4.392934312,25.79256522,4.567043478,120.1774239,70700.02,8471,0.014186,1,0.001699822,633,18830,"18,594,673.00","235,327.00","328,745.00","3,030,362.00","255,379.00","3,121,369.00","4,931.07","1,021,351.00","237,738.00",0.0175,0.1609,0.0136,0.1658,0.0542,0.0126,0.0177,0.163,0.0137,0.1679,0.0549,0.0128
NE2003,2003,28-2,28,NE,0.160779746,0.931552758,25.79256522,4.567043478,8.40136403,77353.01,23772,0.000353,0,0.000108611,"1,734.00",55696,"55,592,737.00","103,263.00","252,255.00","7,032,955.00","1,234,490.00","6,823,849.00","3,935.32","2,233,120.00","461,361.00",0.0045,0.1263,0.0222,0.1225,0.0401,0.0083,0.0045,0.1265,0.0222,0.1227,0.0402,0.0083
NH2003,2003,30-2,30,NH,0,0,25.79256522,4.567043478,0,9266.56,18352,0,0,0,"1,282.00",45739,"45,710,086.00","28,914.00","346,291.00","4,860,545.00","451,280.00","5,276,466.00","4,115.81","1,635,389.00","-69,630.00",0.0076,0.1063,0.0099,0.1154,0.0358,-0.0015,0.0076,0.1063,0.0099,0.1154,0.0358,-0.0015
NJ2003,2003,31-2,31,NJ,0,0.002346065,25.79256522,4.567043478,0.010714579,7553.07,150585,0,0,1.42E-06,"8,583.00",347910,"347,760,648.00","149,352.00","1,041,628.00","45,035,982.00","9,132,325.00","44,947,598.00","5,236.82","11,215,395.00","1,130,012.00",0.003,0.1294,0.0262,0.1292,0.0322,0.0032,0.003,0.1295,0.0263,0.1292,0.0323,0.0032
NM2003,2003,32-2,32,NM,0.369951053,48.54193411,25.79256522,4.567043478,231.2351103,121588.62,19869,0.011638,1,0.001901783,"1,870.00",48141,"47,064,574.00","1,076,426.00","1,610,772.00","8,236,887.00","1,024,659.00","10,672,603.00","5,707.27","3,677,414.00","-824,944.00",0.0335,0.1711,0.0213,0.2217,0.0764,-0.0171,0.0342,0.175,0.0218,0.2268,0.0781,-0.0175
NV2003,2003,29-2,29,NV,0.983968242,1.247726361,25.79256522,4.567043478,31.07748561,110561.37,25995,0.001196,0,0.000281088,"2,237.00",73068,"72,350,391.00","717,609.00","220,939.00","8,130,404.00",0,"7,816,481.00","3,494.18","2,666,071.00","534,862.00",0.003,0.1113,0,0.107,0.0365,0.0073,0.0031,0.1124,0,0.108,0.0368,0.0074
NY2003,2003,33-2,33,NY,0.008341911,11.40777589,25.79256522,4.567043478,52.31496778,48578.82,325089,0.000161,0,0.001076909,"19,231.00",695479,"694,837,087.00","641,913.00","2,233,384.00","116,041,192.00","24,737,468.00","127,475,233.00","6,628.63","27,209,154.00","-9,200,657.00",0.0032,0.1669,0.0356,0.1833,0.0391,-0.0132,0.0032,0.167,0.0356,0.1835,0.0392,-0.0132
OH2003,2003,36-2,36,OH,0.028486069,9.629084426,25.79256522,4.567043478,44.71117602,41256.24,159856,0.00028,0,0.001083743,"11,445.00",350893,"349,909,507.00","983,493.00","858,691.00","49,045,889.00","8,711,055.00","56,392,224.00","4,927.24","16,327,787.00","-6,487,644.00",0.0024,0.1398,0.0248,0.1607,0.0465,-0.0185,0.0025,0.1402,0.0249,0.1612,0.0467,-0.0185
OK2003,2003,37-2,37,OK,0.531002624,30.2623191,25.79256522,4.567043478,151.9052469,69900.14,42287,0.003592,1,0.002173175,"3,499.00",94148,"88,219,347.00","5,928,653.00","966,720.00","13,952,010.00","2,218,395.00","15,125,090.00","4,322.69","5,564,983.00","-206,360.00",0.0103,0.1482,0.0236,0.1607,0.0591,-0.0022,0.011,0.1582,0.0251,0.1714,0.0631,-0.0023
OR2003,2003,38-2,38,OR,0.022062439,1.994210966,25.79256522,4.567043478,9.67669509,97076.81,44398,0.000218,0,9.97E-05,"3,550.00",108506,"108,396,031.00","109,969.00","427,126.00","18,824,965.00","4,249,080.00","18,005,773.00","5,072.05","4,815,553.00","1,246,318.00",0.0039,0.1735,0.0392,0.1659,0.0444,0.0115,0.0039,0.1737,0.0392,0.1661,0.0444,0.0115
PA2003,2003,39-2,39,PA,0.010969377,15.00057548,25.79256522,4.567043478,68.79120877,45292.96,181870,0.000378,0,0.001518806,"12,358.00",399420,"397,921,913.00","1,498,087.00","1,194,187.00","48,265,216.00","7,851,094.00","57,428,466.00","4,647.07","14,838,088.00","-7,969,063.00",0.003,0.1208,0.0197,0.1438,0.0371,-0.02,0.003,0.1213,0.0197,0.1443,0.0373,-0.02
RI2003,2003,40-2,40,RI,0,0,25.79256522,4.567043478,0,1086.87,15381,0,0,0,"1,072.00",35855,"35,842,977.00","12,023.00","278,103.00","5,577,885.00","891,988.00","5,976,510.00","5,575.10","1,385,449.00","-120,522.00",0.0078,0.1556,0.0249,0.1667,0.0386,-0.0034,0.0078,0.1556,0.0249,0.1667,0.0387,-0.0034
SC2003,2003,41-2,41,SC,0,0.768169416,25.79256522,4.567043478,3.508263123,30941.68,45659,0.000077,0,0.000113383,"4,146.00",110644,"110,556,920.00","87,080.00","335,957.00","19,333,289.00","2,507,952.00","21,039,752.00","5,074.71","6,037,317.00","-1,370,506.00",0.003,0.1747,0.0227,0.1902,0.0546,-0.0124,0.003,0.1749,0.0227,0.1903,0.0546,-0.0124
SD2003,2003,42-2,42,SD,1.851783897,2.308430942,25.79256522,4.567043478,58.30496142,77116.22,9727,0.005994,0,0.000756066,767,23340,"23,293,374.00","46,626.00","196,752.00","2,803,086.00","43,976.00","2,898,044.00","3,778.41","838,579.00","101,794.00",0.0084,0.1201,0.0019,0.1242,0.0359,0.0044,0.0084,0.1203,0.0019,0.1244,0.036,0.0044
TN2003,2003,43-2,43,TN,0.028679416,6.190773463,25.79256522,4.567043478,29.01324729,42142.36,69544,0.000417,0,0.000688458,"5,857.00",169791,"169,579,558.00","211,442.00","258,785.00","20,305,576.00","728,536.00","21,021,917.00","3,589.20","6,169,486.00","-457,556.00",0.0015,0.1196,0.0043,0.1238,0.0363,-0.0027,0.0015,0.1197,0.0043,0.124,0.0364,-0.0027
TX2003,2003,44-2,44,TX,2.934997748,218.0011834,25.79256522,4.567043478,1071.322004,264778.77,264658,0.004048,1,0.004046102,"22,058.00",652610,"624,613,298.00","27,996,702.00","3,562,956.00","79,058,372.00",0,"76,386,043.00","3,462.96","26,995,012.00","6,235,285.00",0.0055,0.1211,0,0.117,0.0414,0.0096,0.0057,0.1266,0,0.1223,0.0432,0.01
UT2003,2003,45-2,45,UT,1.044889529,22.45665591,25.79256522,4.567043478,129.5109052,84898.13,24497,0.005287,0,0.001525486,"2,380.00",61487,"60,980,037.00","506,963.00","397,173.00","11,136,988.00","1,720,730.00","10,252,051.00","4,307.58","4,189,768.00","1,282,110.00",0.0065,0.1811,0.028,0.1667,0.0681,0.0209,0.0065,0.1826,0.0282,0.1681,0.0687,0.021
VA2003,2003,47-2,47,VA,0.003475731,5.541559594,25.79256522,4.567043478,25.39819162,39995.61,104455,0.000243,0,0.000635024,"7,374.00",257927,"257,307,601.00","619,399.00","1,007,425.00","27,178,023.00","7,104,190.00","29,129,136.00","3,950.25","9,776,565.00","-943,688.00",0.0039,0.1054,0.0275,0.1129,0.0379,-0.0037,0.0039,0.1056,0.0276,0.1132,0.038,-0.0037
VT2003,2003,46-2,46,VT,0,0.002958913,25.79256522,4.567043478,0.013513482,9614.43,7935,0.000002,0,1.41E-06,617,19126,"19,084,346.00","41,654.00","177,732.00","3,461,607.00","452,984.00","3,858,957.00","6,254.39","1,442,926.00","-219,618.00",0.0093,0.181,0.0237,0.2018,0.0754,-0.0115,0.0093,0.1814,0.0237,0.2022,0.0756,-0.0115
WA2003,2003,48-2,48,WA,0.004679132,2.557056071,25.79256522,4.567043478,11.79887307,67620.68,83877,0.000141,0,0.000174486,"6,113.00",206947,"206,735,200.00","211,800.00","726,973.00","28,934,405.00",0,"32,600,336.00","5,332.95","10,696,522.00","-2,938,958.00",0.0035,0.1398,0,0.1575,0.0517,-0.0142,0.0035,0.14,0,0.1577,0.0517,-0.0142
WI2003,2003,50-2,50,WI,0.230204396,2.624349402,25.79256522,4.567043478,17.92307972,56103.98,74211,0.000242,1,0.000319462,"5,477.00",173295,"173,108,437.00","186,563.00","934,753.00","24,230,285.00","5,779,000.00","27,658,175.00","5,049.88","8,664,093.00","-2,493,137.00",0.0054,0.1398,0.0333,0.1596,0.05,-0.0144,0.0054,0.14,0.0334,0.1598,0.0501,-0.0144
WV2003,2003,49-2,49,WV,0.006533298,8.93232499,25.79256522,4.567043478,40.96282711,24229.88,20937,0.001957,0,0.001690591,"1,802.00",44906,"43,360,956.00","1,545,044.00","467,052.00","9,299,136.00","1,237,887.00","10,003,729.00","5,551.46","2,759,464.00","-237,541.00",0.0104,0.2071,0.0276,0.2228,0.0614,-0.0053,0.0108,0.2145,0.0285,0.2307,0.0636,-0.0055
WY2003,2003,51-2,51,WY,0.717686052,84.95068229,25.79256522,4.567043478,406.4844238,97813.89,7359,0.055238,1,0.004155692,499,16933,"15,477,774.00","1,455,226.00","914,378.00","2,488,774.00",0,"3,264,439.00","6,541.96","955,240.00","138,713.00",0.054,0.147,0,0.1928,0.0564,0.0082,0.0591,0.1608,0,0.2109,0.0617,0.009
AK2004,2004,2-Feb,2,AK,#N/A,#N/A,33.51781199,4.977080595,#N/A,581369.17,9776,#N/A,0,#N/A,662,23067,"21,961,147.00","1,105,853.00","3,185,580.00","5,666,609.00","339,564.00","8,089,240.00","12,219.40","1,707,847.00","762,949.00",0.1381,0.2457,0.0147,0.3507,0.074,0.0331,0.1451,0.258,0.0155,0.3683,0.0778,0.0347
