id,year,ID,state,state name,oil vol (bbl),gas vol (tcf),price oil (pb),price gas (pkcf),un prov res,sqmiles,avg pi,res per pi,increase,res per sq m,Population (000),pi,non min pi (thousands),min earn (thousands),res rev,non res rev,inc tax rev,tot exp,exp per pop,tot edu exp,savings,resrevpi,nonresrevpi,inc tax pi,totexppi,edu exp pi,savings pi,resrevpi2,nonresrevpi2,inc tax rev pi 2,tot exp pi 2,tot edu exp pi 2,savings pi 2
PA1963,1963,39-2,39,PA,0.010969377,15.00057548,16.26333333,0.900392157,13.68479914,45292.96,181870,0.000075,1,0.00030214,"11,424.00",28639,"28,298,929.00","340,071.00","21,226.00","2,481,802.00","142,760.00","2,436,258.00",213.26,"603,269.00","66,770.00",0.0007,0.0867,0.005,0.0851,0.0211,0.0023,0.0008,0.0877,0.005,0.0861,0.0213,0.0024
RI1963,1963,40-2,40,RI,0,0,16.26333333,0.900392157,0,1086.87,15381,0,1,0,876,2265,"2,263,601.00","1,399.00","1,420.00","192,959.00","10,572.00","194,582.00",222.13,"42,698.00",-203,0.0006,0.0852,0.0047,0.0859,0.0189,-0.0001,0.0006,0.0852,0.0047,0.086,0.0189,-0.0001
SC1963,1963,41-2,41,SC,0,0.768169416,16.26333333,0.900392157,0.691653718,30941.68,45659,0.000015,0,2.24E-05,"2,460.00",4074,"4,065,822.00","8,178.00","5,840.00","418,811.00","51,378.00","395,824.00",160.9,"147,693.00","28,827.00",0.0014,0.1028,0.0126,0.0972,0.0363,0.0071,0.0014,0.103,0.0126,0.0974,0.0363,0.0071
SD1963,1963,42-2,42,SD,1.851783897,2.308430942,16.26333333,0.900392157,32.1946719,77116.22,9727,0.00331,1,0.000417482,708,1430,"1,414,024.00","15,976.00","5,936.00","135,989.00",495,"135,182.00",190.94,"33,247.00","6,743.00",0.0042,0.0951,0.0003,0.0945,0.0232,0.0047,0.0042,0.0962,0.0004,0.0956,0.0235,0.0048
TN1963,1963,43-2,43,TN,0.028679416,6.190773463,16.26333333,0.900392157,6.040546781,42142.36,69544,0.000087,0,0.000143337,"3,718.00",6910,"6,872,823.00","37,177.00","5,831.00","612,489.00","29,654.00","591,100.00",158.98,"187,087.00","27,220.00",0.0008,0.0886,0.0043,0.0855,0.0271,0.0039,0.0008,0.0891,0.0043,0.086,0.0272,0.004
TX1963,1963,44-2,44,TX,2.934997748,218.0011834,16.26333333,0.900392157,244.0194024,264778.77,264658,0.000922,0,0.000921597,"10,159.00",21838,"20,922,720.00","915,280.00","235,637.00","1,551,041.00",0,"1,584,970.00",156.02,"641,810.00","201,708.00",0.0108,0.071,0,0.0726,0.0294,0.0092,0.0113,0.0741,0,0.0758,0.0307,0.0096
UT1963,1963,45-2,45,UT,1.044889529,22.45665591,16.26333333,0.900392157,37.21318355,84898.13,24497,0.001519,0,0.000438327,974,2215,"2,125,415.00","89,585.00","5,413.00","258,227.00","25,142.00","257,098.00",263.96,"104,154.00","6,542.00",0.0024,0.1166,0.0114,0.1161,0.047,0.003,0.0025,0.1215,0.0118,0.121,0.049,0.0031
VA1963,1963,47-2,47,VA,0.003475731,5.541559594,16.26333333,0.900392157,5.046103765,39995.61,104455,0.000048,1,0.000126166,"4,276.00",9354,"9,271,977.00","82,023.00","11,275.00","798,951.00","160,834.00","757,632.00",177.18,"214,737.00","52,594.00",0.0012,0.0854,0.0172,0.081,0.023,0.0056,0.0012,0.0862,0.0173,0.0817,0.0232,0.0057
VT1963,1963,46-2,46,VT,0,0.002958913,16.26333333,0.900392157,0.002664182,9614.43,7935,0,1,2.77E-07,397,844,"837,219.00","6,781.00","1,413.00","111,228.00","16,013.00","115,239.00",290.27,"24,974.00","-2,598.00",0.0017,0.1318,0.019,0.1365,0.0296,-0.0031,0.0017,0.1329,0.0191,0.1376,0.0298,-0.0031
WA1963,1963,48-2,48,WA,0.004679132,2.557056071,16.26333333,0.900392157,2.378451517,67620.68,83877,0.000028,1,3.52E-05,"2,955.00",8024,"8,007,883.00","16,117.00","19,075.00","997,978.00",0,"1,009,156.00",341.51,"369,963.00","7,897.00",0.0024,0.1244,0,0.1258,0.0461,0.001,0.0024,0.1246,0,0.126,0.0462,0.001
WI1963,1963,50-2,50,WI,0.230204396,2.624349402,16.26333333,0.900392157,6.106834444,56103.98,74211,0.000082,1,0.000108849,"4,112.00",10075,"10,052,411.00","22,589.00","12,116.00","909,558.00","281,486.00","942,398.00",229.18,"234,749.00","-20,724.00",0.0012,0.0903,0.0279,0.0935,0.0233,-0.0021,0.0012,0.0905,0.028,0.0937,0.0234,-0.0021
WV1963,1963,49-2,49,WV,0.006533298,8.93232499,16.26333333,0.900392157,8.148848567,24229.88,20937,0.000389,1,0.000336314,"1,796.00",3375,"3,030,875.00","344,125.00","3,401.00","421,430.00","17,205.00","383,166.00",213.34,"108,045.00","41,665.00",0.001,0.1249,0.0051,0.1135,0.032,0.0123,0.0011,0.139,0.0057,0.1264,0.0356,0.0137
WY1963,1963,51-2,51,WY,0.717686052,84.95068229,16.26333333,0.900392157,88.16089554,97813.89,7359,0.01198,1,0.000901313,336,847,"776,114.00","70,886.00","4,853.00","132,807.00",0,"129,208.00",384.55,"29,621.00","8,452.00",0.0057,0.1568,0,0.1525,0.035,0.01,0.0063,0.1711,0,0.1665,0.0382,0.0109
AK1964,1964,2-Feb,2,AK,#N/A,#N/A,15.99793548,0.833225806,#N/A,581369.17,9776,#N/A,1,#N/A,263,890,"875,142.00","14,858.00","13,767.00","145,720.00","15,695.00","175,582.00",667.61,"56,755.00","-16,095.00",0.0155,0.1637,0.0176,0.1973,0.0638,-0.0181,0.0157,0.1665,0.0179,0.2006,0.0649,-0.0184
AL1964,1964,2-Jan,1,AL,0.238838267,29.12893078,15.99793548,0.833225806,28.09189603,51649.05,51730,0.000543,1,0.0005439,"3,395.00",6327,"6,268,322.00","58,678.00","8,441.00","731,450.00","52,357.00","719,031.00",211.79,"233,787.00","20,860.00",0.0013,0.1156,0.0083,0.1136,0.037,0.0033,0.0013,0.1167,0.0084,0.1147,0.0373,0.0033
AR1964,1964,2-Apr,4,AR,0.206604485,39.71688484,15.99793548,0.833225806,36.39837862,53178.77,29190,0.001247,0,0.000684453,"1,897.00",3333,"3,301,975.00","31,025.00","10,152.00","375,394.00","26,675.00","365,694.00",192.77,"113,079.00","19,852.00",0.003,0.1126,0.008,0.1097,0.0339,0.006,0.0031,0.1137,0.0081,0.1108,0.0342,0.006
AZ1964,1964,2-Mar,3,AZ,0.095178147,0.35512544,15.99793548,0.833225806,1.81855353,113997.77,58999,0.000031,1,1.60E-05,"1,556.00",3600,"3,457,261.00","142,739.00","9,135.00","400,665.00","23,227.00","384,320.00",246.99,"136,819.00","25,480.00",0.0025,0.1113,0.0065,0.1068,0.038,0.0071,0.0026,0.1159,0.0067,0.1112,0.0396,0.0074
CA1964,1964,2-May,5,CA,2.535059622,6.305284246,15.99793548,0.833225806,45.80944584,158144.83,512203,0.000089,0,0.000289668,"18,151.00",59405,"59,115,624.00","289,376.00","182,640.00","5,560,366.00","796,610.00","5,545,125.00",305.5,"1,816,426.00","197,881.00",0.0031,0.0936,0.0134,0.0933,0.0306,0.0033,0.0031,0.0941,0.0135,0.0938,0.0307,0.0033
CO1964,1964,2-Jun,6,CO,0.430213233,47.48585388,15.99793548,0.833225806,46.44896243,104093.95,61663,0.000753,0,0.000446222,"1,970.00",5178,"5,074,793.00","103,207.00","13,062.00","471,394.00","77,256.00","482,051.00",244.7,"169,337.00","2,405.00",0.0025,0.091,0.0149,0.0931,0.0327,0.0005,0.0026,0.0929,0.0152,0.095,0.0334,0.0005
CT1964,1964,2-Jul,7,CT,0,0.000664595,15.99793548,0.833225806,0.000553758,4962.77,66947,0,0,1.12E-07,"2,798.00",9114,"9,104,081.00","9,919.00","12,029.00","613,660.00","51,081.00","612,139.00",218.78,"136,284.00","13,550.00",0.0013,0.0673,0.0056,0.0672,0.015,0.0015,0.0013,0.0674,0.0056,0.0672,0.015,0.0015
DE1964,1964,2-Aug,8,DE,0,0,15.99793548,0.833225806,0,1975.78,11589,0,1,0,497,1599,"1,597,222.00","1,778.00","3,190.00","160,264.00","45,351.00","175,996.00",354.12,"70,949.00","-12,542.00",0.002,0.1002,0.0284,0.1101,0.0444,-0.0078,0.002,0.1003,0.0284,0.1102,0.0444,-0.0079
FL1964,1964,2-Oct,10,FL,0.361773636,8.548886872,15.99793548,0.833225806,12.91078445,56695.03,210394,0.000061,0,0.000227723,"5,781.00",13565,"13,502,825.00","62,175.00","11,590.00","1,100,497.00",0,"1,032,089.00",178.53,"379,786.00","79,998.00",0.0009,0.0811,0,0.0761,0.028,0.0059,0.0009,0.0815,0,0.0764,0.0281,0.0059
GA1964,1964,2-Nov,11,GA,0.000915037,2.240841564,15.99793548,0.833225806,1.881765726,58808.69,101118,0.000019,0,3.20E-05,"4,258.00",8803,"8,769,956.00","33,044.00","14,828.00","818,217.00","97,067.00","761,287.00",178.79,"301,631.00","71,758.00",0.0017,0.0929,0.011,0.0865,0.0343,0.0082,0.0017,0.0933,0.0111,0.0868,0.0344,0.0082
HI1964,1964,2-Dec,12,HI,#N/A,#N/A,15.99793548,0.833225806,#N/A,6429.38,17927,#N/A,1,#N/A,700,2008,"2,007,398.00",602,"7,997.00","263,402.00","41,733.00","274,584.00",392.26,"91,161.00","-3,185.00",0.004,0.1312,0.0208,0.1367,0.0454,-0.0016,0.004,0.1312,0.0208,0.1368,0.0454,-0.0016
IA1964,1964,16-2,16,IA,0.003706627,0.096372294,15.99793548,0.833225806,0.139598258,56272.82,39972,0.000003,1,2.48E-06,"2,746.00",6985,"6,962,943.00","22,057.00","8,095.00","604,911.00","53,541.00","586,264.00",213.5,"159,599.00","26,742.00",0.0012,0.0866,0.0077,0.0839,0.0228,0.0038,0.0012,0.0869,0.0077,0.0842,0.0229,0.0038
ID1964,1964,13-2,13,ID,0.11606146,0.368373484,15.99793548,0.833225806,2.163682043,83570.14,14712,0.000147,1,2.59E-05,680,1508,"1,476,736.00","31,264.00","6,502.00","163,379.00","31,363.00","164,622.00",242.09,"43,038.00","5,259.00",0.0043,0.1083,0.0208,0.1092,0.0285,0.0035,0.0044,0.1106,0.0212,0.1115,0.0291,0.0036
IL1964,1964,14-2,14,IL,0.108799921,2.409141115,15.99793548,0.833225806,3.747932671,56341.77,195356,0.000019,1,6.65E-05,"10,580.00",32760,"32,537,736.00","222,264.00","18,757.00","1,919,276.00",0,"1,798,039.00",169.95,"509,327.00","139,994.00",0.0006,0.0586,0,0.0549,0.0155,0.0043,0.0006,0.059,0,0.0553,0.0157,0.0043
IN1964,1964,15-2,15,IN,0.078307949,1.157872406,15.99793548,0.833225806,2.217534683,36183.72,79904,0.000028,0,6.13E-05,"4,856.00",12690,"12,624,386.00","65,614.00","8,410.00","934,929.00","128,019.00","913,495.00",188.12,"390,379.00","29,844.00",0.0007,0.0737,0.0101,0.072,0.0308,0.0024,0.0007,0.0741,0.0101,0.0724,0.0309,0.0024
KS1964,1964,17-2,17,KS,0.426503298,11.18250528,15.99793548,0.833225806,16.14072424,82277.97,37067,0.000435,1,0.000196173,"2,209.00",5480,"5,388,078.00","91,922.00","4,766.00","428,692.00","40,198.00","429,804.00",194.57,"135,362.00","3,654.00",0.0009,0.0782,0.0073,0.0784,0.0247,0.0007,0.0009,0.0796,0.0075,0.0798,0.0251,0.0007
KY1964,1964,18-2,18,KY,0.030251886,4.769580232,15.99793548,0.833225806,4.458105048,40409.65,47041,0.000095,0,0.000110323,"3,129.00",6109,"5,934,503.00","174,497.00","10,898.00","628,342.00","69,322.00","687,108.00",219.59,"215,311.00","-47,868.00",0.0018,0.1029,0.0113,0.1125,0.0352,-0.0078,0.0018,0.1059,0.0117,0.1158,0.0363,-0.0081
LA1964,1964,19-2,19,LA,0.459191611,40.80654176,15.99793548,0.833225806,41.34718144,46776.06,53553,0.000772,0,0.000883939,"3,446.00",6870,"6,508,591.00","361,409.00","288,209.00","759,489.00","40,841.00","1,041,639.00",302.27,"319,638.00","6,059.00",0.042,0.1106,0.0059,0.1516,0.0465,0.0009,0.0443,0.1167,0.0063,0.16,0.0491,0.0009
MA1964,1964,22-2,22,MA,0,0.000665715,15.99793548,0.833225806,0.000554691,8103.95,110865,0,0,6.84E-08,"5,448.00",15884,"15,870,269.00","13,731.00","9,328.00","1,145,565.00","244,361.00","1,232,177.00",226.17,"165,604.00","-77,284.00",0.0006,0.0721,0.0154,0.0776,0.0104,-0.0049,0.0006,0.0722,0.0154,0.0776,0.0104,-0.0049
MD1964,1964,21-2,21,MD,0.000418835,0.72493373,15.99793548,0.833225806,0.610733991,9899.54,87156,0.000007,0,6.17E-05,"3,492.00",9820,"9,799,118.00","20,882.00","9,352.00","763,544.00","147,095.00","725,549.00",207.77,"198,819.00","47,347.00",0.001,0.0778,0.015,0.0739,0.0202,0.0048,0.001,0.0779,0.015,0.074,0.0203,0.0048
ME1964,1964,20-2,20,ME,0,0,15.99793548,0.833225806,0,32489.12,16347,0,1,0,993,2180,"2,178,073.00","1,927.00","3,416.00","231,643.00",0,"223,596.00",225.17,"48,662.00","11,463.00",0.0016,0.1063,0,0.1026,0.0223,0.0053,0.0016,0.1064,0,0.1027,0.0223,0.0053
MI1964,1964,23-2,23,MI,0.415027316,4.785279721,15.99793548,0.833225806,10.62679879,58128.82,140139,0.000076,1,0.000182815,"8,187.00",24222,"24,113,849.00","108,151.00","20,194.00","2,231,247.00",0,"1,961,932.00",239.64,"734,649.00","289,509.00",0.0008,0.0921,0,0.081,0.0303,0.012,0.0008,0.0925,0,0.0814,0.0305,0.012
MN1964,1964,24-2,24,MN,0.028953992,0.243213532,15.99793548,0.833225806,0.665855887,84376.21,73190,0.000009,1,7.89E-06,"3,558.00",8979,"8,864,009.00","114,991.00","40,885.00","814,453.00","189,791.00","798,443.00",224.41,"307,013.00","56,895.00",0.0046,0.0907,0.0211,0.0889,0.0342,0.0063,0.0046,0.0919,0.0214,0.0901,0.0346,0.0064
MO1964,1964,26-2,26,MO,0.024463253,0.611396924,15.99793548,0.833225806,0.900793241,69702.89,74990,0.000012,1,1.29E-05,"4,442.00",11449,"11,390,483.00","58,517.00","9,078.00","823,323.00","74,476.00","786,106.00",176.97,"228,188.00","46,295.00",0.0008,0.0719,0.0065,0.0687,0.0199,0.004,0.0008,0.0723,0.0065,0.069,0.02,0.0041
MS1964,1964,25-2,25,MS,0.33496284,33.90408534,15.99793548,0.833225806,33.60847276,47675.31,29216,0.00115,0,0.000704945,"2,241.00",3453,"3,408,953.00","44,047.00","17,940.00","414,280.00","20,952.00","450,944.00",201.22,"156,129.00","-18,724.00",0.0052,0.12,0.0061,0.1306,0.0452,-0.0054,0.0053,0.1215,0.0061,0.1323,0.0458,-0.0055
MT1964,1964,27-2,27,MT,2.442936563,22.42950468,15.99793548,0.833225806,57.77078365,147042.71,10814,0.005342,1,0.000392884,706,1662,"1,606,462.00","55,538.00","12,724.00","198,672.00","19,742.00","205,106.00",290.52,"51,787.00","6,290.00",0.0077,0.1195,0.0119,0.1234,0.0312,0.0038,0.0079,0.1237,0.0123,0.1277,0.0322,0.0039
NC1964,1964,34-2,34,NC,0,1.292201516,15.99793548,0.833225806,1.07669565,49339.57,99087,0.000011,0,2.18E-05,"4,802.00",9596,"9,579,909.00","16,091.00","16,688.00","963,695.00","182,138.00","879,681.00",183.19,"388,373.00","100,702.00",0.0017,0.1004,0.019,0.0917,0.0405,0.0105,0.0017,0.1006,0.019,0.0918,0.0405,0.0105
ND1964,1964,35-2,35,ND,3.881533345,4.392934312,15.99793548,0.833225806,65.75682626,70700.02,8471,0.007762,1,0.000930082,649,1393,"1,380,557.00","12,443.00","11,103.00","175,906.00","9,291.00","190,758.00",293.93,"56,090.00","-3,749.00",0.008,0.1263,0.0067,0.1369,0.0403,-0.0027,0.008,0.1274,0.0067,0.1382,0.0406,-0.0027
NE1964,1964,28-2,28,NE,0.160779746,0.931552758,15.99793548,0.833225806,3.348337799,77353.01,23772,0.000141,0,4.33E-05,"1,482.00",3583,"3,569,204.00","13,796.00","11,300.00","231,141.00",0,"237,582.00",160.31,"54,355.00","4,859.00",0.0032,0.0645,0,0.0663,0.0152,0.0014,0.0032,0.0648,0,0.0666,0.0152,0.0014
NH1964,1964,30-2,30,NH,0,0,15.99793548,0.833225806,0,9266.56,18352,0,1,0,663,1685,"1,682,753.00","2,247.00","1,954.00","146,617.00","1,893.00","151,299.00",228.2,"23,312.00","-2,728.00",0.0012,0.087,0.0011,0.0898,0.0138,-0.0016,0.0012,0.0871,0.0011,0.0899,0.0139,-0.0016
NJ1964,1964,31-2,31,NJ,0,0.002346065,15.99793548,0.833225806,0.001954802,7553.07,150585,0,1,2.59E-07,"6,660.00",20736,"20,701,419.00","34,581.00","16,422.00","1,100,457.00","38,695.00","1,030,216.00",154.69,"217,494.00","86,663.00",0.0008,0.0531,0.0019,0.0497,0.0105,0.0042,0.0008,0.0532,0.0019,0.0498,0.0105,0.0042
NM1964,1964,32-2,32,NM,0.369951053,48.54193411,15.99793548,0.833225806,46.36484527,121588.62,19869,0.002334,1,0.000381326,"1,006.00",2139,"2,006,551.00","132,449.00","67,279.00","284,195.00","13,138.00","318,652.00",316.75,"148,826.00","32,822.00",0.0315,0.1329,0.0061,0.149,0.0696,0.0153,0.0335,0.1416,0.0065,0.1588,0.0742,0.0164
NV1964,1964,29-2,29,NV,0.983968242,1.247726361,15.99793548,0.833225806,16.78109826,110561.37,25995,0.000646,0,0.000151781,426,1388,"1,356,945.00","31,055.00","1,766.00","159,988.00",0,"151,264.00",355.08,"37,311.00","10,490.00",0.0013,0.1153,0,0.109,0.0269,0.0076,0.0013,0.1179,0,0.1115,0.0275,0.0077
NY1964,1964,33-2,33,NY,0.008341911,11.40777589,15.99793548,0.833225806,9.638706626,48578.82,325089,0.00003,1,0.000198414,"17,589.00",58101,"57,997,630.00","103,370.00","52,402.00","4,653,059.00","1,557,963.00","4,421,995.00",251.41,"1,484,231.00","283,466.00",0.0009,0.0801,0.0268,0.0761,0.0255,0.0049,0.0009,0.0802,0.0269,0.0762,0.0256,0.0049
OH1964,1964,36-2,36,OH,0.028486069,9.629084426,15.99793548,0.833225806,8.478919926,41256.24,159856,0.000053,0,0.000205518,"10,080.00",27718,"27,562,199.00","155,801.00","15,110.00","2,294,416.00",0,"1,949,107.00",193.36,"375,085.00","360,419.00",0.0005,0.0828,0,0.0703,0.0135,0.013,0.0005,0.0832,0,0.0707,0.0136,0.0131
OK1964,1964,37-2,37,OK,0.531002624,30.2623191,15.99793548,0.833225806,33.71029096,69900.14,42287,0.000797,0,0.000482264,"2,446.00",5336,"5,013,722.00","322,278.00","54,945.00","582,247.00","38,636.00","678,219.00",277.28,"203,457.00","-41,027.00",0.0103,0.1091,0.0072,0.1271,0.0381,-0.0077,0.011,0.1161,0.0077,0.1353,0.0406,-0.0082
OR1964,1964,38-2,38,OR,0.022062439,1.994210966,15.99793548,0.833225806,2.01458152,97076.81,44398,0.000045,0,2.08E-05,"1,888.00",5038,"5,025,464.00","12,536.00","22,191.00","616,688.00","146,201.00","577,969.00",306.13,"168,121.00","60,910.00",0.0044,0.1224,0.029,0.1147,0.0334,0.0121,0.0044,0.1227,0.0291,0.115,0.0335,0.0121
PA1964,1964,39-2,39,PA,0.010969377,15.00057548,15.99793548,0.833225806,12.67435398,45292.96,181870,0.00007,1,0.000279831,"11,519.00",30643,"30,284,797.00","358,203.00","28,091.00","2,658,981.00","155,457.00","2,470,318.00",214.46,"686,732.00","216,754.00",0.0009,0.0868,0.0051,0.0806,0.0224,0.0071,0.0009,0.0878,0.0051,0.0816,0.0227,0.0072
RI1964,1964,40-2,40,RI,0,0,15.99793548,0.833225806,0,1086.87,15381,0,1,0,885,2414,"2,412,490.00","1,510.00","1,937.00","205,077.00","10,804.00","206,114.00",232.9,"44,402.00",900,0.0008,0.085,0.0045,0.0854,0.0184,0.0004,0.0008,0.085,0.0045,0.0854,0.0184,0.0004
SC1964,1964,41-2,41,SC,0,0.768169416,15.99793548,0.833225806,0.640058581,30941.68,45659,0.000014,1,2.07E-05,"2,475.00",4389,"4,380,198.00","8,802.00","6,596.00","447,885.00","54,104.00","414,505.00",167.48,"160,063.00","39,976.00",0.0015,0.102,0.0123,0.0944,0.0365,0.0091,0.0015,0.1023,0.0124,0.0946,0.0365,0.0091
SD1964,1964,42-2,42,SD,1.851783897,2.308430942,15.99793548,0.833225806,31.54816355,77116.22,9727,0.003243,1,0.000409099,701,1397,"1,380,256.00","16,744.00","7,008.00","150,292.00",537,"159,410.00",227.4,"36,637.00","-2,110.00",0.005,0.1076,0.0004,0.1141,0.0262,-0.0015,0.0051,0.1089,0.0004,0.1155,0.0265,-0.0015
TN1964,1964,43-2,43,TN,0.028679416,6.190773463,15.99793548,0.833225806,5.617123666,42142.36,69544,0.000081,1,0.000133289,"3,771.00",7434,"7,394,732.00","39,268.00","6,417.00","699,762.00","34,933.00","658,857.00",174.72,"217,525.00","47,322.00",0.0009,0.0941,0.0047,0.0886,0.0293,0.0064,0.0009,0.0946,0.0047,0.0891,0.0294,0.0064
TX1964,1964,44-2,44,TX,2.934997748,218.0011834,15.99793548,0.833225806,228.5981164,264778.77,264658,0.000864,0,0.000863355,"10,270.00",23407,"22,489,438.00","917,562.00","301,939.00","1,666,316.00",0,"1,754,852.00",170.87,"724,266.00","213,403.00",0.0129,0.0712,0,0.075,0.0309,0.0091,0.0134,0.0741,0,0.078,0.0322,0.0095
UT1964,1964,45-2,45,UT,1.044889529,22.45665591,15.99793548,0.833225806,35.42754049,84898.13,24497,0.001446,1,0.000417295,978,2327,"2,240,491.00","86,509.00","9,853.00","283,048.00","26,751.00","284,756.00",291.16,"122,319.00","8,145.00",0.0042,0.1216,0.0115,0.1224,0.0526,0.0035,0.0044,0.1263,0.0119,0.1271,0.0546,0.0036
VA1964,1964,47-2,47,VA,0.003475731,5.541559594,15.99793548,0.833225806,4.67297498,39995.61,104455,0.000045,1,0.000116837,"4,357.00",10339,"10,255,199.00","83,801.00","15,009.00","873,140.00","162,693.00","838,288.00",192.4,"234,665.00","49,861.00",0.0015,0.0845,0.0157,0.0811,0.0227,0.0048,0.0015,0.0851,0.0159,0.0817,0.0229,0.0049
VT1964,1964,46-2,46,VT,0,0.002958913,15.99793548,0.833225806,0.002465442,9614.43,7935,0,1,2.56E-07,399,903,"896,096.00","6,904.00","1,634.00","122,089.00","17,107.00","121,356.00",304.15,"25,063.00","2,367.00",0.0018,0.1352,0.0189,0.1344,0.0278,0.0026,0.0018,0.1362,0.0191,0.1354,0.028,0.0026
WA1964,1964,48-2,48,WA,0.004679132,2.557056071,15.99793548,0.833225806,2.205461561,67620.68,83877,0.000026,1,3.26E-05,"2,961.00",8404,"8,388,487.00","15,513.00","28,331.00","1,048,217.00",0,"1,011,474.00",341.6,"371,811.00","65,074.00",0.0034,0.1247,0,0.1204,0.0442,0.0077,0.0034,0.125,0,0.1206,0.0443,0.0078
WI1964,1964,50-2,50,WI,0.230204396,2.624349402,15.99793548,0.833225806,5.869470721,56103.98,74211,0.000079,0,0.000104618,"4,165.00",10869,"10,844,565.00","24,435.00","14,597.00","1,064,261.00","354,785.00","994,027.00",238.66,"272,160.00","84,831.00",0.0013,0.0979,0.0326,0.0915,0.025,0.0078,0.0013,0.0981,0.0327,0.0917,0.0251,0.0078
WV1964,1964,49-2,49,WV,0.006533298,8.93232499,15.99793548,0.833225806,7.547162973,24229.88,20937,0.00036,1,0.000311482,"1,797.00",3600,"3,236,592.00","363,408.00","3,986.00","437,580.00","18,061.00","411,625.00",229.06,"120,094.00","29,941.00",0.0011,0.1216,0.005,0.1143,0.0334,0.0083,0.0012,0.1352,0.0056,0.1272,0.0371,0.0093
WY1964,1964,51-2,51,WY,0.717686052,84.95068229,15.99793548,0.833225806,82.26459591,97813.89,7359,0.011179,0,0.000841032,339,872,"801,503.00","70,497.00","11,853.00","135,742.00",0,"138,458.00",408.43,"33,721.00","9,137.00",0.0136,0.1557,0,0.1588,0.0387,0.0105,0.0148,0.1694,0,0.1727,0.0421,0.0114
AK1965,1965,2-Feb,2,AK,#N/A,#N/A,15.63466667,0.874666667,#N/A,581369.17,9776,#N/A,1,#N/A,271,962,"946,673.00","15,327.00","17,208.00","173,865.00","18,000.00","202,222.00",746.21,"47,778.00","-11,149.00",0.0179,0.1807,0.0187,0.2102,0.0497,-0.0116,0.0182,0.1837,0.019,0.2136,0.0505,-0.0118
AL1965,1965,2-Jan,1,AL,0.238838267,29.12893078,15.63466667,0.874666667,29.21226148,51649.05,51730,0.000565,0,0.000565591,"3,443.00",6884,"6,824,288.00","59,712.00","8,643.00","800,795.00","65,510.00","781,328.00",226.93,"268,533.00","28,110.00",0.0013,0.1163,0.0095,0.1135,0.039,0.0041,0.0013,0.1173,0.0096,0.1145,0.0393,0.0041
AR1965,1965,2-Apr,4,AR,0.206604485,39.71688484,15.63466667,0.874666667,37.96922752,53178.77,29190,0.001301,0,0.000713992,"1,894.00",3521,"3,489,620.00","31,380.00","10,106.00","382,675.00","31,688.00","368,229.00",194.42,"114,165.00","24,552.00",0.0029,0.1087,0.009,0.1046,0.0324,0.007,0.0029,0.1097,0.0091,0.1055,0.0327,0.007
AZ1965,1965,2-Mar,3,AZ,0.095178147,0.35512544,15.63466667,0.874666667,1.798694981,113997.77,58999,0.00003,0,1.58E-05,"1,584.00",3816,"3,667,667.00","148,333.00","8,349.00","459,886.00","25,481.00","439,967.00",277.76,"156,538.00","28,268.00",0.0022,0.1205,0.0067,0.1153,0.041,0.0074,0.0023,0.1254,0.0069,0.12,0.0427,0.0077
CA1965,1965,2-May,5,CA,2.535059622,6.305284246,15.63466667,0.874666667,45.14983413,158144.83,512203,0.000088,1,0.000285497,"18,585.00",63378,"63,074,293.00","303,707.00","201,617.00","6,014,832.00","826,933.00","6,254,871.00",336.55,"1,725,591.00","-38,422.00",0.0032,0.0949,0.013,0.0987,0.0272,-0.0006,0.0032,0.0954,0.0131,0.0992,0.0274,-0.0006
CO1965,1965,2-Jun,6,CO,0.430213233,47.48585388,15.63466667,0.874666667,48.26053401,104093.95,61663,0.000783,0,0.000463625,"1,985.00",5532,"5,426,185.00","105,815.00","11,098.00","531,866.00","83,875.00","523,849.00",263.9,"185,341.00","19,115.00",0.002,0.0961,0.0152,0.0947,0.0335,0.0035,0.002,0.098,0.0155,0.0965,0.0342,0.0035
CT1965,1965,2-Jul,7,CT,0,0.000664595,15.63466667,0.874666667,0.000581299,4962.77,66947,0,1,1.17E-07,"2,857.00",9793,"9,782,301.00","10,699.00","13,996.00","660,449.00","57,339.00","655,374.00",229.39,"148,618.00","19,071.00",0.0014,0.0674,0.0059,0.0669,0.0152,0.0019,0.0014,0.0675,0.0059,0.067,0.0152,0.0019
DE1965,1965,2-Aug,8,DE,0,0,15.63466667,0.874666667,0,1975.78,11589,0,1,0,507,1763,"1,760,999.00","2,001.00","5,706.00","185,010.00","52,368.00","190,955.00",376.64,"90,726.00",-239,0.0032,0.1049,0.0297,0.1083,0.0515,-0.0001,0.0032,0.1051,0.0297,0.1084,0.0515,-0.0001
